Name,Formula,Exact_Mass_Calc,F_Count,Is_PFAS,PFAS_Structure_Class,Structure_Class,Use_Category,CAS_or_Identifier,SMILES
hydramethylnon,C16H8Cl2F6N2O3,494.1905161,6,Yes,Other PFAS,Aromatic,Unknown,67485-29-4,CC1(CN=C(NC1)NN=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F)C
indaziflam,C25H24F6N4,301.1702739,1,No,Not PFAS,Aromatic,Unknown,950782-86-2,C[C@H]1CC2=C([C@@H]1NC3=NC(=NC(=N3)N)C(C)F)C=C(C=C2)C
indoxacarb,C16H20FN5,527.0707122,3,Yes,Other PFAS,Aromatic,Unknown,173584-44-6,COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
ipfencarbazone,C22H17ClF3N3O7,426.0461875,2,No,Not PFAS,Aromatic,Unknown,212201-70-2,CC(C)N(C1=C(C=C(C=C1)F)F)C(=O)N2C=NN(C2=O)C3=C(C=C(C=C3)Cl)Cl
isopyrazam,C18H14Cl2F2N4O2,359.1809188,2,Yes,Other PFAS,Aromatic,Unknown,881685-58-1,CC(C)C1C2CCC1C3=C2C=CC=C3NC(=O)C4=CN(N=C4C(F)F)C
isoxaflutole,C20H23F2N3O,359.0439135,3,Yes,Other PFAS,Aromatic,Pesticide,141112-29-0,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3
lactofen,C15H12F3NO4S,461.0489142,3,Yes,Other PFAS,Aromatic,Unknown,77501-63-4,CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
lufenuron,C19H15ClF3NO7,509.9784232,8,Yes,Other PFAS,Aromatic,Unknown,103055-07-8,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F
mefluidide,C17H8Cl2F8N2O3,310.0598979,3,Yes,Sulfonamide,Aromatic,Unknown,53780-34-0,CC1=CC(=C(C=C1NC(=O)C)NS(=O)(=O)C(F)(F)F)C
mefluidide-diolamine,C11H13F3N2O3S,415.1388765,3,Yes,Sulfonamide,Aromatic,Unknown,53780-36-2,CC1=CC(=C(C=C1NC(=O)C)NS(=O)(=O)C(F)(F)F)C.C(CO)NCCO
meperfluthrin,C15H24F3N3O5S,414.0412626,4,No,Not PFAS,Aromatic,Unknown,915288-13-0,CC1([C@@H]([C@H]1C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F)C=C(Cl)Cl)C
metaflumizone,C17H16Cl2F4O3,506.1177451,6,Yes,Other PFAS,Aromatic,Pesticide,139968-49-3,C1=CC(=CC(=C1)C(F)(F)F)/C(=N/NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)/CC3=CC=C(C=C3)C#N
metamifop,C24H16F6N4O2,440.093913,1,No,Not PFAS,Aromatic,Unknown,256412-89-2,C[C@H](C(=O)N(C)C1=CC=CC=C1F)OC2=CC=C(C=C2)OC3=NC4=C(O3)C=C(C=C4)Cl
methiozolin,C23H18ClFN2O4,337.0948062,2,No,Not PFAS,Aromatic,Unknown,403640-27-7,CC1=C(SC=C1)C2=NOC(C2)(C)COCC3=C(C=CC=C3F)F
metofluthrin,C17H17F2NO2S,360.1348574,4,No,Not PFAS,Aromatic,Unknown,240494-70-6,C/C=C/C1C(C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F
momfluorothrin,C18H20F4O3,385.1301063,4,No,Not PFAS,Aromatic,Fluorochemical / Surfactant,1462343-40-3,C/C(=C/C1C(C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F)/C#N
norflurazon,C19H19F4NO3,303.0386242,3,Yes,Other PFAS,Aromatic,Unknown,27314-13-2,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl
novaluron,C12H9ClF3N3O,492.0123102,8,Yes,Other PFAS,Aromatic,Unknown,116714-46-6,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F
noviflumuron,C17H9ClF8N2O4,527.9690014,9,Yes,Other PFAS,Aromatic,Pesticide,121451-02-3,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F
oxathiapiprolin,C17H7Cl2F9N2O3,539.141437,5,Yes,Other PFAS,Aromatic,Unknown,1003318-67-9,CC1=CC(=NN1CC(=O)N2CCC(CC2)C3=NC(=CS3)C4=NOC(C4)C5=C(C=CC=C5F)F)C(F)(F)F
penflufen,C24H22F5N5O2S,317.1903406,1,No,Not PFAS,Aromatic,Unknown,494793-67-8,CC1=NN(C(=C1C(=O)NC2=CC=CC=C2C(C)CC(C)C)F)C
penoxsulam,C18H24FN3O,483.0635806,5,Yes,Sulfonamide,Aromatic,Unknown,219714-96-2,COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC
penthiopyrad,C16H14F5N5O5S,359.1279179,3,Yes,Other PFAS,Aromatic,Unknown,183675-82-3,CC(C)CC(C)C1=C(C=CS1)NC(=O)C2=CN(N=C2C(F)(F)F)C
pentoxazone,C16H20F3N3OS,353.0830139,1,No,Not PFAS,Aromatic,Unknown,110956-75-7,CC(=C1C(=O)N(C(=O)O1)C2=CC(=C(C=C2F)Cl)OC3CCCC3)C
picolinafen,C17H17ClFNO4,376.0834905,4,Yes,Other PFAS,Aromatic,Unknown,137641-05-5,C1=CC(=CC(=C1)OC2=CC=CC(=N2)C(=O)NC3=CC=C(C=C3)F)C(F)(F)F
picoxystrobin,C19H12F4N2O2,367.1031427,3,Yes,Other PFAS,Aromatic,Unknown,117428-22-5,CO/C=C(\C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)/C(=O)OC
primisulfuron,C18H16F3NO4,454.0206325,4,Yes,Sulfonamide,Aromatic,Unknown,113036-87-6,C1=CC=C(C(=C1)C(=O)O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F
primisulfuron-methyl,C14H10F4N4O7S,468.0362826,4,Yes,Sulfonamide,Aromatic,Unknown,86209-51-0,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F
prodiamine,C15H12F4N4O7S,350.1201897,3,Yes,Other PFAS,Aromatic,Unknown,29091-21-2,CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-]
prosulfuron,C13H17F3N4O4,419.0875097,3,Yes,Sulfonamide,Aromatic,Unknown,94125-34-5,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F
pydiflumetofen,C15H16F3N5O4S,425.0276162,2,Yes,Other PFAS,Aromatic,Pesticide,1228284-64-7,CC(CC1=C(C=C(C=C1Cl)Cl)Cl)N(C(=O)C2=CN(N=C2C(F)F)C)OC
pyflubumide,C16H16Cl3F2N3O2,535.2269612,6,Yes,Other PFAS,Aromatic,Unknown,926914-55-8,CC1=C(C(=NN1C)C)C(=O)N(C2=CC(=C(C=C2)C(C(F)(F)F)(C(F)(F)F)OC)CC(C)C)C(=O)C(C)C
pyraflufen-ethyl,C25H31F6N3O3,412.0204469,3,Yes,Other PFAS,Aromatic,Unknown,129630-19-9,CCOC(=O)COC1=C(C=C(C(=C1)C2=NN(C(=C2Cl)OC(F)F)C)F)Cl
pyrasulfotole,C15H13Cl2F3N2O4,362.0548126,3,Yes,Other PFAS,Aromatic,Unknown,365400-11-9,CC1=C(C(=O)N(N1)C)C(=O)C2=C(C=C(C=C2)C(F)(F)F)S(=O)(=O)C
pyraziflumid,C14H13F3N2O4S,379.074403,5,Yes,Other PFAS,Aromatic,Pesticide,942515-63-1,C1=CC=C(C(=C1)C2=CC(=C(C=C2)F)F)NC(=O)C3=NC=CN=C3C(F)(F)F
pyridalyl,C18H10F5N3O,488.9679887,3,Yes,Other PFAS,Aromatic,Unknown,179101-81-6,C1=CC(=NC=C1C(F)(F)F)OCCCOC2=C(C=C(C=C2Cl)OCC=C(Cl)Cl)Cl
pyrifluquinazon,C18H14Cl4F3NO3,464.1083233,7,Yes,Other PFAS,Aromatic,Unknown,337458-27-2,CC(=O)N1C2=C(CN(C1=O)NCC3=CN=CC=C3)C=C(C=C2)C(C(F)(F)F)(C(F)(F)F)F
pyriminostrobin,C19H15F7N4O2,527.0626461,3,Yes,Other PFAS,Aromatic,Unknown,1257598-43-8,CO/C=C(\C1=CC=CC=C1COC2=NC(=NC(=C2)C(F)(F)F)NC3=C(C=C(C=C3)Cl)Cl)/C(=O)OC
pyrimisulfan,C23H18Cl2F3N3O4,419.0962628,2,Yes,Sulfonamide,Aromatic,Unknown,221205-90-9,COCC1=C(C(=CC=C1)C(C2=NC(=CC(=N2)OC)OC)O)NS(=O)(=O)C(F)F
pyroxasulfone,C16H19F2N3O6S,391.062518,5,Yes,Other PFAS,Aromatic,Unknown,447399-55-5,CC1(CC(=NO1)S(=O)(=O)CC2=C(N(N=C2C(F)(F)F)C)OC(F)F)C
pyroxsulam,C12H14F5N3O4S,434.0620232,3,Yes,Sulfonamide,Aromatic,Unknown,422556-08-9,COC1=CC(=NC2=NC(=NN12)NS(=O)(=O)C3=C(C=CN=C3OC)C(F)(F)F)OC
quinoxyfen,C14H13F3N6O5S,306.9966975,1,No,Not PFAS,Aromatic,Unknown,124495-18-7,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F
saflufenacil,C15H8Cl2FNO,500.0544312,4,Yes,Sulfonamide,Aromatic,Unknown,372137-35-4,CC(C)N(C)S(=O)(=O)NC(=O)C1=CC(=C(C=C1Cl)F)N2C(=O)C=C(N(C2=O)C)C(F)(F)F
sedaxane,C17H17ClF4N4O5S,331.1496187,2,Yes,Other PFAS,Aromatic,Unknown,874967-67-6,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC=C2C3CC3C4CC4
silafluofen,C18H19F2N3O,408.1920849,1,No,Not PFAS,Aromatic,Unknown,105024-66-6,CCOC1=CC=C(C=C1)[Si](C)(C)CCCC2=CC(=C(C=C2)F)OC3=CC=CC=C3
simeconazole,C25H29FO2Si,293.135967,1,No,Not PFAS,Aromatic,Unknown,149508-90-7,C[Si](C)(C)CC(CN1C=NC=N1)(C2=CC=C(C=C2)F)O
sodium fluoroacetate,C14H20FN3OSi,99.9936518,1,No,Not PFAS,Other,Fluorochemical / Surfactant,62-74-8,C(C(=O)[O-])F.[Na+]
sulfentrazone,C2H2FNaO2,385.981873,2,Yes,Sulfonamide,Aromatic,Unknown,122836-35-5,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl
sulfluramid,C11H10Cl2F2N4O3S,526.9847792,17,Yes,Sulfonamide,Highly-fluorinated chain,Unknown,4151-50-2,CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
sulfoxaflor,C10H6F17NO2S,277.0496676,3,Yes,Other PFAS,Aromatic,Unknown,946578-00-3,CC(C1=CN=C(C=C1)C(F)(F)F)S(=NC#N)(=O)C
tau-fluvalinate,C10H10F3N3OS,502.1271049,3,Yes,Other PFAS,Aromatic,Unknown,102851-06-9,CC(C)[C@H](C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl
tebufloquin,C26H22ClF3N2O3,289.1478071,1,No,Not PFAS,Aromatic,Unknown,376645-78-2,CC1=C(N=C2C(=CC(=CC2=C1OC(=O)C)C(C)(C)C)F)C
teflubenzuron,C17H20FNO2,379.9742457,4,No,Not PFAS,Aromatic,Unknown,83121-18-0,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F
tefluthrin,C14H6Cl2F4N2O2,418.0570549,7,Yes,Other PFAS,Aromatic,Unknown,CID:11534837,CC1=C(C(=C(C(=C1F)F)COC(=O)[C@H]2[C@H](C2(C)C)/C=C(/C(F)(F)F)\Cl)F)F
tembotrione,C17H14ClF7O2,440.0308216,3,Yes,Other PFAS,Aromatic,Unknown,335104-84-2,CS(=O)(=O)C1=C(C(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl)COCC(F)(F)F
tetraconazole,C17H16ClF3O6S,371.0215302,4,Yes,Other PFAS,Aromatic,Unknown,112281-77-3,C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F
tetramethylfluthrin,C13H11Cl2F4N3O,348.1348574,4,No,Not PFAS,Aromatic,Unknown,84937-88-2,CC1(C(C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F)C
tetraniliprole,C17H20F4O3,544.1098321,3,Yes,Other PFAS,Aromatic,Unknown,810-161-6,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)CN4N=C(N=N4)C(F)(F)F)C(=O)NC)C#N
thiazopyr,C22H16ClF3N10O2,396.0930899,5,Yes,Other PFAS,Aromatic,Unknown,117718-60-2,CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2
thifluzamide,C16H17F5N2O2S,525.842092,6,Yes,Other PFAS,Aromatic,Unknown,130000-40-7,CC1=NC(=C(S1)C(=O)NC2=C(C=C(C=C2Br)OC(F)(F)F)Br)C(F)(F)F
tiafenacil,C13H6Br2F6N2O2S,511.0591822,4,Yes,Other PFAS,Aromatic,Unknown,1220411-29-9,CC(C(=O)NCCC(=O)OC)SC1=C(C=C(C(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)F)Cl
tolprocarb,C19H18ClF4N3O5S,346.1504272,3,Yes,Other PFAS,Aromatic,Unknown,911499-62-2,CC1=CC=C(C=C1)C(=O)NC[C@H](C(C)C)NC(=O)OCC(F)(F)F
tolylfluanid,C16H21F3N2O3,345.9779532,1,No,Not PFAS,Aromatic,Unknown,731-27-1,CC1=CC=C(C=C1)N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C
transfluthrin,C10H13Cl2FN2O2S2,370.0150479,4,No,Not PFAS,Aromatic,Unknown,118712-89-3,CC1([C@@H]([C@H]1C(=O)OCC2=C(C(=CC(=C2F)F)F)F)C=C(Cl)Cl)C
triafamone,C15H12Cl2F4O2,406.0558752,3,Yes,Sulfonamide,Aromatic,Unknown,874195-61-6,CN(C1=C(C=CC=C1F)C(=O)C2=NC(=NC(=N2)OC)OC)S(=O)(=O)C(F)F
trifloxystrobin,C14H13F3N4O5S,408.1296917,3,Yes,Other PFAS,Aromatic,Unknown,141517-21-7,C/C(=N\OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F
trifloxysulfuron,C20H19F3N2O4,437.0616888,3,Yes,Sulfonamide,Aromatic,Unknown,145099-21-4,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)OCC(F)(F)F)OC
trifludimoxazin,C14H14F3N5O6S,412.0453105,3,Yes,Other PFAS,Aromatic,Unknown,1258836-72-4,CN1C(=O)N(C(=O)N(C1=S)C)C2=CC3=C(C=C2F)OC(C(=O)N3CC#C)(F)F
triflumezopyrim,C16H11F3N4O4S,398.0990603,3,Yes,Other PFAS,Aromatic,Pesticide,1263133-33-0,C1=CC2=[N+](C(=C(C(=O)N2C=C1)C3=CC(=CC=C3)C(F)(F)F)[O-])CC4=CN=CN=C4
triflumizole,C20H13F3N4O2,345.0855744,3,Yes,Other PFAS,Aromatic,Pesticide,68694-11-1,CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2
triflumuron,C15H15ClF3N3O,358.0332045,3,Yes,Other PFAS,Aromatic,Pesticide,64628-44-0,C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)Cl
triflusulfuron,C15H10ClF3N2O3,478.0882379,3,Yes,Sulfonamide,Aromatic,Unknown,135990-29-3,CC1=C(C(=CC=C1)C(=O)O)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C
triflusulfuron-methyl,C16H17F3N6O6S,492.103888,3,Yes,Sulfonamide,Aromatic,Unknown,126535-15-7,CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C
tritosulfuron,C17H19F3N6O6S,445.0279441,6,Yes,Sulfonamide,Aromatic,Unknown,142469-14-5,COC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(F)(F)F)C(F)(F)F
Trifluoromethylphenol,C13H9F6N5O4S,162.0292494,3,Yes,Other PFAS,Aromatic,Fluorochemical / Surfactant,444-30-4,C1=CC=C(C(=C1)C(F)(F)F)O
Trifluoromethylbenzene-diol,C7H5F3O,178.0241641,3,Yes,Other PFAS,Aromatic,Fluorochemical / Surfactant,37519-09-8,OC1=CC=C(C=C1O)C(F)(F)F
Chloro-(trifluoromethyl)phenol,C7H5F3O2,195.9902771,3,Yes,Other PFAS,Aromatic,Fluorochemical / Surfactant,40889-91-6,OC1=CC(=CC=C1Cl)C(F)(F)F
Nitro-(trifluoromethyl)phenol,C7H4ClF3O,207.0143276,3,Yes,Other PFAS,Aromatic,Fluorochemical / Surfactant,402-17-5,OC1=CC(=CC=C1[N+](=O)[O-])C(F)(F)F
Trifluoromethylaniline,C7H4F3NO3,161.0452339,3,Yes,Other PFAS,Aromatic,Industrial Intermediate,2070-47-5,C1=CC=C(C=C1)NC(F)(F)F
N-methyl-(trifluoromethyl)aniline,C7H6F3N,175.0608839,3,Yes,Other PFAS,Aromatic,Industrial Intermediate,22864-65-9,CNc1ccc(cc1)C(F)(F)F
Trifluoromethylbenzoic acid,C8H8F3N,190.0241641,3,Yes,Other PFAS,Aromatic,Industrial Intermediate,433-97-6,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F
3-Chloro-5-(trifluoromethyl)pyridine-2-carboxylic acid,C8H5F3O2,224.9804407,3,Yes,Other PFAS,Aromatic,Industrial Intermediate,692-407-0,C1=C(C=NC(=C1Cl)C(=O)O)C(F)(F)F
5-Trifluoromethylpyridone,C7H3ClF3NO2,163.0244984,3,Yes,Other PFAS,Aromatic,Fluorochemical / Surfactant,671-273-7,C1=CC(=C(C(=O)N1)C(F)(F)F)
1-(6-(Trifluoromethyl)pyridin-3-yl)ethanol,C6H4F3NO,191.0557985,3,Yes,Other PFAS,Aromatic,Fluorochemical / Surfactant,1228631-54-6,CC(C1=CN=C(C=C1)C(F)(F)F)O
2-Amino-3-chloro-5-trifluoromethylpyridine,C8H8F3NO,196.0015105,3,Yes,Other PFAS,Aromatic,Fluorochemical / Surfactant,401-670-0,NC1=NC=C(C=C1Cl)C(F)(F)F
"2,6-Dichloro-4-(trifluoromethyl)aniline",C6H4ClF3N2,228.9672891,3,Yes,Other PFAS,Aromatic,Industrial Intermediate,24279-39-8,C1=C(C=C(C(=C1Cl)N)Cl)C(F)(F)F
Flufenacet OXA,C7H4Cl2F3N,225.0801215,1,No,Not PFAS,Aromatic,Unknown,201668-31-7,CC(C)N(C1=CC=C(C=C1)F)C(=O)C(=O)O
Flufenacet ESA,C11H12FNO3,275.0627571,1,No,Not PFAS,Aromatic,Unknown,201668-32-8,CC(C)N(C1=CC=C(C=C1)F)C(=O)CS(=O)(=O)O
Thiadone,C11H14FNO4S,169.9761683,3,Yes,Other PFAS,Aromatic,Unknown,84352-75-0,C1(=NNC(=O)S1)C(F)(F)F
Isoxaflutole diketonitrile,C3HF3N2OS,357.064649,3,Yes,Other PFAS,Aromatic,Pesticide,Unknown,CC1=CC(=C(C=C1C(=O)C=C(C#N)C2CC2)S(=O)(=O)C)C(F)(F)F
Isoxaflutole benzoic acid derivative,C16H14F3NO3S,282.0173644,3,Yes,Other PFAS,Aromatic,Pesticide,CID:140230456,CCS(=O)(=O)C1=CC(C(F)(F)F)=CC=C1C(=O)O
PFBA,C10H9F3O4S,213.9864768,7,Yes,PFCA,Highly-fluorinated chain,Unknown,375-22-4,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O
PFPeA,C4HF7O2,263.9832833,9,Yes,PFCA,Highly-fluorinated chain,Unknown,2706-90-3,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
PFHxA,C5HF9O2,313.9800897,11,Yes,PFCA,Highly-fluorinated chain,Unknown,307-24-4,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O
PFHpA,C6HF11O2,363.9768961,13,Yes,PFCA,Highly-fluorinated chain,Unknown,375-85-9,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
PFOA,C7HF13O2,413.9737026,15,Yes,PFCA,Highly-fluorinated chain,Fluorochemical / Surfactant,335-67-1,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
PFNA,C8HF15O2,463.970509,17,Yes,PFCA,Highly-fluorinated chain,Unknown,375-95-1,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
PFDA,C9HF17O2,513.9673155,19,Yes,PFCA,Highly-fluorinated chain,Unknown,335-76-2,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
PFUdA,C10HF19O2,563.9641219,21,Yes,PFCA,Highly-fluorinated chain,Unknown,218-165-4,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
PFDoA,C11HF21O2,613.9609283,23,Yes,PFCA,Highly-fluorinated chain,Unknown,307-55-1,C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
PFTrDA,C12HF23O2,663.9577348,25,Yes,PFCA,Highly-fluorinated chain,Unknown,276-745-2,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
PFTeDA,C13HF25O2,713.9545412,27,Yes,PFCA,Highly-fluorinated chain,Unknown,376-06-7,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
L-PFBS,C14HF27O2,299.9502689,9,Yes,PFSA,Highly-fluorinated chain,Unknown,375-73-5,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F
L-PFPeS,C4HF9O3S,349.9470753,11,Yes,PFSA,Highly-fluorinated chain,Unknown,220-301-2,C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F
br-PFHxS,C5HF11O3S,399.9438818,13,Yes,PFSA,Highly-fluorinated chain,Unknown,355-46-4,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
L-PFHpS,C6HF13O3S,449.9406882,15,Yes,PFSA,Highly-fluorinated chain,Unknown,206-800-8,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F
br-PFOS,C7HF15O3S,499.9374946,17,Yes,PFSA,Highly-fluorinated chain,Fluorochemical / Surfactant,1763-23-1,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
L-PFNS,C8HF17O3S,549.9343011,19,Yes,PFSA,Highly-fluorinated chain,Unknown,474511-07-4,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F
L-PFDS,C9HF19O3S,599.9311075,21,Yes,PFSA,Highly-fluorinated chain,Unknown,335-77-3,C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
FBSA,C10HF21O3S,298.9662533,9,Yes,Sulfonamide,Highly-fluorinated chain,Unknown,816-392-9,C(C(C(F)(F)S(=O)(=O)N)(F)F)(C(F)(F)F)(F)F
FHxSA,C4H2F9NO2S,398.9598662,13,Yes,Sulfonamide,Highly-fluorinated chain,Unknown,41997-13-1,C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
FOSA,C6H2F13NO2S,498.953479,17,Yes,Sulfonamide,Highly-fluorinated chain,Unknown,754-91-6,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
MeFOSAA,C8H2F17NO2S,570.9746084,17,Yes,PFCA,Highly-fluorinated chain,Unknown,2355-31-9,CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
EtFOSAA,C11H6F17NO4S,584.9902585,17,Yes,Sulfonamide,Highly-fluorinated chain,Unknown,2991-50-6,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
4:2 FTSA,C12H8F17NO4S,327.981569,9,Yes,FTSA,Highly-fluorinated chain,Unknown,816-391-3,C(CS(=O)(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
6:2 FTSA,C6H5F9O3S,427.9751819,13,Yes,FTSA,Highly-fluorinated chain,Unknown,248-580-6,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
8:2 FTSA,C8H5F13O3S,527.9687948,17,Yes,FTSA,Highly-fluorinated chain,Unknown,39108-34-4,C(CS(=O)(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
3:3 FTCA,C10H5F17O3S,242.0177769,7,Yes,FTCA,Highly-fluorinated chain,Unknown,356-02-5,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O
5:3 FTCA,C6H5F7O2,342.0113898,11,Yes,FTCA,Highly-fluorinated chain,Unknown,811-572-3,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
7:3 FTCA,C8H5F11O2,442.0050027,15,Yes,FTCA,Highly-fluorinated chain,Unknown,812-70-4,C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
NaDONA,C10H5F15O2,399.9580914,12,Yes,PFCA,Highly-fluorinated chain,Unknown,2250081-67-3,C(C(C(=O)[O-])(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F.[Na+]
